Contig	Cut_Off	Best_Identities	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence
megahit_21168_143 	Loose	29.39	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	148.40
megahit_22575_5 	Loose	25.89	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	87.91
megahit_22575_16 	Loose	28.07	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	102.33
megahit_26843_1 	Loose	44.05	macrolide antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	104.39
megahit_26843_2 	Loose	38.05	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	125.70
megahit_26843_5 	Loose	28.19	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	84.00
megahit_27817_7 	Loose	51.3	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	112.42
megahit_27817_36 	Loose	27.78	oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	11.91
megahit_29037_11 	Loose	29.3	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	92.16
megahit_29774_4 	Loose	34.5	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	94.86
megahit_29774_5 	Loose	37.56	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	102.74
megahit_30179_19 	Loose	32.52	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	108.17
megahit_30875_2 	Loose	23.93	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	98.87
megahit_30875_3 	Loose	32.1	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	40.99
megahit_30875_4 	Loose	31.82	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	40.53
megahit_31169_3 	Loose	33.65	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	74.07
megahit_31169_5 	Loose	37.82	oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	96.34
megahit_32116_16 	Loose	33.85	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	96.67
megahit_32116_17 	Loose	30.47	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	109.81
megahit_35001_16 	Loose	39.44	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	77.68
megahit_37844_11 	Loose	24.17	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	84.61
megahit_42455_7 	Loose	40.38	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.02
megahit_42455_10 	Loose	28.57	carbapenem; cephalosporin; penam	antibiotic inactivation	GOB beta-lactamase	108.16
megahit_44653_1 	Loose	51.3	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	62.75
megahit_44653_5 	Loose	27.4	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	101.07
megahit_44653_6 	Loose	40.0	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	100.43
megahit_44653_8 	Loose	25.13	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	104.64
megahit_45381_1 	Loose	31.4	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	121.43
megahit_53245_13 	Loose	35.8	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	63.10
megahit_55239_9 	Loose	40.61	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	96.12
megahit_55239_10 	Loose	33.22	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.86
megahit_55313_15 	Loose	32.16	fluoroquinolone antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.74
megahit_55313_17 	Loose	24.44	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	41.91
megahit_55313_37 	Loose	28.97	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	60.82
megahit_56663_4 	Loose	51.64	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	100.00
megahit_56663_5 	Loose	36.45	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation	streptogramin vat acetyltransferase	74.02
megahit_57065_15 	Loose	25.65	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	97.29
megahit_59241_12 	Loose	24.38	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	98.47
megahit_59298_20 	Loose	28.48	peptide antibiotic	antibiotic target alteration	daptomycin resistant walK	96.55
megahit_59298_21 	Loose	42.74	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	102.59
megahit_59298_30 	Loose	44.44	rifamycin antibiotic	antibiotic inactivation	rifampin phosphotransferase	66.29
megahit_63264_2 	Loose	20.2	macrolide antibiotic; fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.30
megahit_70411_1 	Loose	48.67	macrolide antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	102.63
megahit_70411_2 	Loose	35.06	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	129.34
megahit_70411_5 	Loose	26.96	cephalosporin; cephamycin; penam	antibiotic inactivation	AIM beta-lactamase	86.47
megahit_70411_12 	Loose	33.48	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	136.05
megahit_70411_21 	Loose	33.33	peptide antibiotic	antibiotic target alteration	non-erm 23S ribosomal RNA methyltransferase (A1067)	88.89
megahit_70411_27 	Loose	34.21	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	93.02
megahit_70411_39 	Loose	22.98	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	101.53
megahit_70411_61 	Loose	31.49	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	103.64
megahit_70411_76 	Loose	35.04	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	52.40
megahit_70411_79 	Loose	49.52	fosfomycin	antibiotic target alteration	antibiotic-resistant murA transferase	101.66
megahit_70411_119 	Loose	33.96	fosfomycin	antibiotic target alteration	antibiotic-resistant murA transferase	101.17
megahit_70589_1 	Loose	33.33	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	69.28
megahit_70700_2 	Loose	36.65	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanXY	135.75
megahit_72515_2 	Loose	33.06	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	NmcA beta-lactamase	101.36
megahit_72515_12 	Loose	31.92	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	98.04
megahit_72515_24 	Loose	27.05	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	71.72
megahit_72515_27 	Loose	28.84	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	101.72
megahit_72515_35 	Loose	23.75	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	102.52
megahit_73859_13 	Loose	30.11	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	84.09
megahit_74358_5 	Loose	34.38	monobactam; carbapenem; cephalosporin; cephamycin; penam; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	87.01
megahit_77923_34 	Loose	34.48	glycylcycline; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	104.86
megahit_79514_32 	Loose	32.6	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	49.29
megahit_79514_33 	Loose	31.5	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	84.26
megahit_80777_7 	Loose	27.79	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.41
megahit_80777_8 	Loose	32.69	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	124.65
megahit_82437_6 	Loose	27.9	fluoroquinolone antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	89.87
megahit_83555_3 	Loose	28.69	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	40.68
megahit_83682_23 	Loose	29.44	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	111.60
megahit_90385_1 	Loose	22.08	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	107.46
megahit_95530_2 	Loose	37.8	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	70.59
megahit_95530_20 	Loose	44.83	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation	streptogramin vat acetyltransferase	110.85
megahit_95530_28 	Loose	34.19	aminoglycoside antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	93.43
megahit_95530_40 	Loose	31.09	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	229.00
megahit_95530_41 	Loose	27.68	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	129.74
megahit_95530_49 	Loose	25.2	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	141.11
megahit_95530_50 	Loose	39.22	rifamycin antibiotic	antibiotic inactivation	rifampin phosphotransferase	64.59
megahit_95530_69 	Loose	23.41	nitroimidazole antibiotic	antibiotic target alteration	Antibiotic resistant Helicobacter pylori nitroreductase	95.24
megahit_95530_70 	Loose	26.78	glycopeptide antibiotic	antibiotic target alteration	vanS; glycopeptide resistance gene cluster	113.59
megahit_97890_6 	Loose	28.09	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	44.12
megahit_98996_5 	Loose	28.37	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	110.78
megahit_98996_21 	Loose	51.79	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	134.43
megahit_98996_35 	Loose	37.21	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	88.37
megahit_98996_43 	Loose	31.52	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	147.52
megahit_102475_5 	Loose	31.95	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	162.73
megahit_105551_2 	Loose	22.69	penam	antibiotic target replacement	methicillin resistant PBP2	107.34
megahit_105551_6 	Loose	29.77	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	46.39
megahit_105551_22 	Loose	23.81	carbapenem	antibiotic inactivation	CAR beta-lactamase	61.40
megahit_105942_10 	Loose	27.49	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	108.10
megahit_109324_36 	Loose	34.55	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	93.39
megahit_109324_41 	Loose	22.4	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	108.10
megahit_113271_5 	Loose	53.28	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	101.05
megahit_113271_38 	Loose	33.17	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	103.87
megahit_113271_42 	Loose	33.33	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	63.38
megahit_118346_2 	Loose	26.92	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	71.14
megahit_119938_11 	Loose	32.03	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	30.21
megahit_130836_2 	Loose	21.07	glycylcycline; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	92.90
megahit_130836_3 	Loose	31.93	antibacterial free fatty acids	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	96.61
megahit_130836_4 	Loose	41.18	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	13.28
megahit_133825_2 	Loose	31.94	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	75.49
megahit_135153_31 	Loose	30.46	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	99.22
megahit_135153_37 	Loose	32.0	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	84.73
megahit_135153_38 	Loose	38.1	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	83.81
megahit_135153_46 	Loose	23.98	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	77.93
megahit_135153_54 	Loose	30.3	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	98.97
megahit_20662_5 	Loose	50.39	isoniazid; disinfecting agents and antiseptics	antibiotic target alteration	antibiotic resistant fabI	98.47
megahit_20662_21 	Loose	39.83	peptide antibiotic	antibiotic target alteration	daptomycin resistant cls	101.62
megahit_21168_48 	Loose	25.59	isoniazid; disinfecting agents and antiseptics	antibiotic target alteration	antibiotic resistant fabI	93.51
megahit_27817_6 	Loose	60.23	Para-aminosalicylic acid	antibiotic target alteration	aminosalicylate resistant thymidylate synthase	100.38
megahit_27817_17 	Loose	56.65	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	103.14
megahit_27817_18 	Loose	39.53	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	91.20
megahit_42329_22 	Loose	29.66	isoniazid	antibiotic target alteration	antibiotic resistant ndh	89.28
megahit_42329_28 	Loose	27.3	isoniazid	antibiotic target alteration	antibiotic resistant ndh	82.72
megahit_45077_16 	Loose	30.83	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	134.14
megahit_53245_16 	Loose	25.9	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	100.17
megahit_56663_3 	Loose	64.88	isoniazid	antibiotic target alteration	isoniazid resistant katG	101.76
megahit_70411_67 	Loose	35.03	peptide antibiotic	antibiotic target alteration	daptomycin resistant cls	81.50
megahit_82017_5 	Loose	30.02	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	140.82
megahit_98996_4 	Loose	29.12	peptide antibiotic	antibiotic target alteration; antibiotic efflux	daptomycin resistant liaS	109.58
megahit_125259_18 	Loose	69.48	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	100.16
megahit_125259_19 	Loose	59.46	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrA	100.99
megahit_30179_2 	Loose	28.76	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.41
megahit_82437_7 	Loose	25.74	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	263.55
