Contig	Cut_Off	Best_Identities	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence
megahit_20442_10 	Loose	39.19	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	38.66
megahit_20442_12 	Loose	35.5	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration	Cfr 23S ribosomal RNA methyltransferase	101.15
megahit_20442_18 	Loose	28.51	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	134.11
megahit_20442_19 	Loose	35.38	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.96
megahit_20442_23 	Loose	27.27	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	65.33
megahit_20666_3 	Loose	25.93	penam	antibiotic target replacement	methicillin resistant PBP2	107.32
megahit_20789_2 	Loose	34.63	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	36.65
megahit_21789_12 	Loose	36.28	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	93.02
megahit_21789_26 	Loose	38.24	peptide antibiotic	antibiotic target alteration	undecaprenyl pyrophosphate related proteins	101.47
megahit_21789_28 	Loose	31.96	carbapenem	antibiotic inactivation	subclass B3 PEDO beta-lactamase	72.28
megahit_22896_12 	Loose	35.68	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	58.70
megahit_22896_22 	Loose	35.8	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	101.72
megahit_22896_29 	Loose	34.16	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.97
megahit_22896_38 	Loose	31.71	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	103.57
megahit_22896_41 	Loose	36.56	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.46
megahit_24851_7 	Loose	28.39	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	100.93
megahit_25645_1 	Loose	37.5	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux; reduced permeability to antibiotic	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	261.68
megahit_25842_4 	Loose	37.12	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	24.38
megahit_26532_11 	Loose	28.02	lincosamide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	38.70
megahit_27170_12 	Loose	32.58	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	161.22
megahit_28193_48 	Loose	34.23	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	60.09
megahit_28193_50 	Loose	22.14	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	97.75
megahit_28193_51 	Loose	30.89	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	97.29
megahit_28193_52 	Loose	32.27	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	100.62
megahit_28193_54 	Loose	33.33	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	38.82
megahit_28385_5 	Loose	25.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	124.84
megahit_28562_10 	Loose	25.93	peptide antibiotic	antibiotic target alteration	non-erm 23S ribosomal RNA methyltransferase (A1067)	92.96
megahit_28562_33 	Loose	21.33	fluoroquinolone antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	96.84
megahit_28562_35 	Loose	36.27	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	102.07
megahit_28562_36 	Loose	35.88	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.86
megahit_28562_39 	Loose	36.27	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	98.37
megahit_28562_73 	Loose	39.93	peptide antibiotic	antibiotic target alteration	defensin resistant mprF	100.83
megahit_28562_78 	Loose	28.4	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	97.67
megahit_28562_79 	Loose	29.25	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	103.88
megahit_28562_88 	Loose	31.62	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	41.61
megahit_28726_11 	Loose	25.51	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	75.61
megahit_28726_12 	Loose	34.68	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	96.97
megahit_28726_16 	Loose	35.51	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.85
megahit_28726_17 	Loose	31.25	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	103.37
megahit_28726_18 	Loose	27.66	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	102.55
megahit_28726_29 	Loose	35.38	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	83.66
megahit_28726_42 	Loose	32.68	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	79.41
megahit_28726_46 	Loose	41.54	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	132.54
megahit_28726_50 	Loose	33.19	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	95.35
megahit_30365_5 	Loose	36.24	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	104.59
megahit_30365_6 	Loose	42.69	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	138.43
megahit_30414_2 	Loose	28.75	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	NmcA beta-lactamase	102.03
megahit_30414_5 	Loose	24.23	fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	88.30
megahit_30524_7 	Loose	25.7	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	81.87
megahit_32089_2 	Loose	30.67	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	101.12
megahit_32287_10 	Loose	29.25	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	43.99
megahit_32287_37 	Loose	30.16	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	91.82
megahit_34973_2 	Loose	24.39	peptide antibiotic	reduced permeability to antibiotic	Intrinsic peptide antibiotic resistant Lps	102.46
megahit_35402_5 	Loose	37.5	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	120.03
megahit_35402_7 	Loose	24.44	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	121.98
megahit_35838_1 	Loose	32.98	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	45.65
megahit_36070_14 	Loose	32.11	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	NmcA beta-lactamase	97.97
megahit_36070_24 	Loose	27.24	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanK	89.60
megahit_37459_1 	Loose	27.03	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection	sal-type ABC-F protein	42.65
megahit_39076_5 	Loose	85.0	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	15.63
megahit_40669_8 	Loose	37.95	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	37.89
megahit_40691_1 	Loose	37.37	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	227.56
megahit_40691_5 	Loose	37.18	lincosamide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	21.59
megahit_41190_5 	Loose	26.41	aminocoumarin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	117.56
megahit_41190_10 	Loose	31.16	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	91.02
megahit_41190_15 	Loose	37.5	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	138.76
megahit_41190_22 	Loose	31.61	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	97.52
megahit_41605_6 	Loose	38.84	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	38.51
megahit_41629_2 	Loose	33.33	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	122.88
megahit_42084_3 	Loose	33.12	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation	streptogramin vat acetyltransferase	106.02
megahit_42084_6 	Loose	45.28	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	85.17
megahit_46323_1 	Loose	45.45	streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection	vga-type ABC-F protein	12.02
megahit_46550_3 	Loose	36.11	fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	97.96
megahit_46565_6 	Loose	47.54	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation	streptogramin vat acetyltransferase	80.54
megahit_46960_4 	Loose	72.52	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	100.25
megahit_47064_4 	Loose	36.99	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	187.42
megahit_47212_2 	Loose	26.67	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	88.63
megahit_47212_4 	Loose	27.27	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	108.68
megahit_47343_1 	Loose	30.12	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	87.06
megahit_47607_5 	Loose	20.68	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	98.44
megahit_47730_22 	Loose	40.35	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	39.60
megahit_47871_7 	Loose	38.68	fusidic acid	antibiotic target protection	Target protecting FusB-type protein conferring resistance to Fusidic acid	100.00
megahit_47930_3 	Loose	50.61	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.52
megahit_47930_4 	Loose	45.06	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.52
megahit_48283_8 	Loose	37.04	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	29.76
megahit_48283_19 	Loose	40.28	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	93.39
megahit_48283_52 	Loose	39.63	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	92.31
megahit_52086_19 	Loose	40.98	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation	streptogramin vat acetyltransferase	111.79
megahit_52086_23 	Loose	32.38	cephalosporin; penam	antibiotic inactivation	subclass B3 LRA beta-lactamase	75.17
megahit_54765_3 	Loose	35.1	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	37.27
megahit_54765_7 	Loose	35.04	aminoglycoside antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	90.51
megahit_54765_11 	Loose	37.05	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	34.32
megahit_54765_16 	Loose	33.93	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	98.97
megahit_54765_27 	Loose	33.83	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration	non-erm 23S ribosomal RNA methyltransferase (G748)	100.00
megahit_56508_1 	Loose	28.57	tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	126.98
megahit_56508_3 	Loose	30.04	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	90.82
megahit_56508_15 	Loose	39.63	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	98.67
megahit_56508_36 	Loose	27.27	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	297.17
megahit_56969_2 	Loose	25.25	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	40.84
megahit_57100_2 	Loose	43.27	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	104.09
megahit_57100_5 	Loose	42.07	pleuromutilin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	95.99
megahit_57100_7 	Loose	52.44	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	101.22
megahit_57448_9 	Loose	32.55	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	139.92
megahit_57448_13 	Loose	23.79	fluoroquinolone antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	97.26
megahit_57448_14 	Loose	35.01	oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	98.47
megahit_58738_20 	Loose	30.77	aminoglycoside antibiotic	antibiotic efflux	kdpDE	107.11
megahit_60498_2 	Loose	28.22	oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	82.44
megahit_60498_13 	Loose	26.95	peptide antibiotic	antibiotic target alteration	non-erm 23S ribosomal RNA methyltransferase (A1067)	102.96
megahit_60557_2 	Loose	33.63	nitroimidazole antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	82.13
megahit_60557_5 	Loose	37.97	tetracycline antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	14.51
megahit_60557_6 	Loose	22.76	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	98.34
megahit_61233_6 	Loose	34.72	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	94.57
megahit_63056_1 	Loose	29.86	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	111.97
megahit_63056_2 	Loose	56.83	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	104.11
megahit_63056_6 	Loose	34.55	rifamycin antibiotic	antibiotic inactivation	rifampin phosphotransferase	66.52
megahit_63056_10 	Loose	50.9	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	99.75
megahit_63056_28 	Loose	30.66	lincosamide antibiotic	antibiotic target alteration	Llm 23S ribosomal RNA methyltransferase	135.19
megahit_63056_31 	Loose	29.88	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	107.32
megahit_63056_32 	Loose	39.83	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanR	103.02
megahit_64778_7 	Loose	27.96	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	99.38
megahit_65958_5 	Loose	37.5	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	37.73
megahit_66063_4 	Loose	26.98	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	120.24
megahit_66063_10 	Loose	36.93	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	37.89
megahit_66063_13 	Loose	23.81	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	97.06
megahit_67290_1 	Loose	33.12	oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	71.76
megahit_73460_5 	Loose	43.9	rifamycin antibiotic	antibiotic inactivation	rifampin phosphotransferase	98.08
megahit_73460_10 	Loose	46.68	fosfomycin	antibiotic target alteration	antibiotic-resistant murA transferase	101.19
megahit_73460_25 	Loose	29.57	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	132.56
megahit_73460_29 	Loose	71.52	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	161.33
megahit_73460_30 	Loose	69.22	macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.35
megahit_73460_39 	Loose	24.21	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	85.09
megahit_74031_2 	Loose	53.55	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	41.75
megahit_74882_2 	Loose	32.46	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	93.41
megahit_76287_5 	Loose	35.81	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	32.76
megahit_76451_1 	Loose	71.43	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	10.94
megahit_77482_1 	Loose	32.98	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	94.10
megahit_79407_21 	Loose	28.52	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	144.96
megahit_79561_1 	Loose	23.63	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	77.83
megahit_79561_3 	Loose	27.56	peptide antibiotic	antibiotic target alteration	lipid A phosphatase	93.64
megahit_82581_4 	Loose	25.07	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.52
megahit_82930_4 	Loose	27.56	peptide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	84.64
megahit_84231_1 	Loose	61.07	disinfecting agents and antiseptics	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	94.40
megahit_86337_3 	Loose	30.6	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	67.93
megahit_86337_4 	Loose	27.39	aminoglycoside antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	100.00
megahit_86337_10 	Loose	37.93	fosfomycin	antibiotic target alteration	antibiotic-resistant murA transferase	97.07
megahit_86536_3 	Loose	25.0	cephalosporin	antibiotic inactivation	SRT beta-lactamase	102.91
megahit_94697_3 	Loose	47.56	macrolide antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	102.63
megahit_94697_4 	Loose	31.2	glycopeptide antibiotic	antibiotic target alteration	vanS; glycopeptide resistance gene cluster	166.58
megahit_94697_7 	Loose	35.82	carbapenem	antibiotic inactivation	MSI beta-lactamase	78.59
megahit_95503_3 	Loose	26.73	nucleoside antibiotic	antibiotic inactivation	streptothricin acetyltransferase (SAT)	89.44
megahit_96212_9 	Loose	30.08	penam	antibiotic target replacement	methicillin resistant PBP2	119.51
megahit_96212_14 	Loose	27.96	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	127.72
megahit_96212_15 	Loose	42.24	macrolide antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	103.07
megahit_100670_4 	Loose	30.89	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection	sal-type ABC-F protein	41.77
megahit_100670_14 	Loose	33.04	macrolide antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	53.11
megahit_101186_5 	Loose	50.0	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation	streptogramin vat acetyltransferase	48.58
megahit_102163_1 	Loose	26.4	mupirocin	antibiotic target alteration	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	33.59
megahit_102594_2 	Loose	57.77	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic; pleuromutilin antibiotic	antibiotic target protection	lsa-type ABC-F protein	100.40
